54,43,40,38,16,61,37,64,28,9
47,62,16,40,52,18,29,13,51,17
21,47,5,13,52,11,20,39,53,33
16,40,65,48,38,41,20,23,19,25
5,3,61,65,36,11,23,16,14,31
47,11,31,13,62,52,1,14,5,17
42,40,16,38,11,44,7,22,4,52
48,8,50,3,25,65,49,40,33,7
38,6,45,12,28,40,16,21,3,7
41,40,7,46,20,39,36,58,52,23
7,2,10,8,5,23,28,3,33,25
40,57,27,19,37,47,9,13,64,42
53,40,52,5,54,44,28,16,3,47
5,11,40,54,62,45,21,43,17,3
43,23,36,51,16,17,14,40,20,1
47,16,5,11,23,35,46,9,58,37
40,1,13,47,42,52,20,11,16,33
65,21,38,44,62,5,16,61,54,1
11,7,6,20,44,12,45,52,10,2
35,53,62,44,33,7,54,15,37,9
12,7,16,1,38,15,46,13,20,47
3,20,5,42,38,11,23,36,14,22
40,59,58,20,43,7,1,38,9,46
11,38,49,23,1,61,4,22,52,46
54,38,16,39,28,62,52,7,37,53
5,20,22,7,62,1,21,25,4,18
33,53,40,5,48,39,29,11,13,34
16,5,35,25,38,8,45,53,29,40
38,7,11,35,9,50,49,20,42,37
40,1,51,38,12,60,63,39,16,65
20,51,54,50,62,49,65,44,11,42
65,21,15,41,30,33,60,63,40,45
7,38,45,39,21,54,35,10,48,11
52,13,40,47,42,33,35,18,20,37
48,40,37,2,11,52,9,35,28,57
35,5,16,6,40,39,37,21,10,65
50,49,48,16,29,34,61,17,23,14
45,11,16,40,20,39,54,44,62,1
56,55,47,62,43,40,16,31,14,17
13,54,40,38,16,28,48,51,20,62
20,40,59,41,7,50,52,38,58,21
45,35,53,33,41,65,40,58,16,47
7,39,54,16,22,38,28,53,4,20
43,20,62,61,36,1,65,4,22,17
40,8,25,26,19,42,34,38,29,18
43,33,39,36,16,23,5,17,14,18
40,11,44,20,54,7,1,45,38,51
42,22,4,11,33,48,20,7,52,25
13,35,47,45,60,38,44,63,7,65
59,58,37,56,55,13,9,62,38,36
20,37,9,11,38,7,48,41,13,47
11,20,43,9,58,13,21,5,38,62
38,35,20,2,11,7,42,44,10,53
65,40,48,5,11,43,54,51,21,16
10,38,1,35,45,44,63,2,65,37
45,11,40,1,42,7,39,62,65,20
42,44,65,21,13,45,38,33,40,54
44,21,38,5,39,51,65,60,54,14
5,40,11,42,7,53,49,23,39,14
36,23,38,17,14,16,51,20,21,43
16,12,45,40,38,21,48,63,5,44
41,38,58,59,7,13,11,46,47,12
59,16,58,20,7,33,43,50,36,56
40,16,11,35,44,52,4,22,7,42
54,16,11,7,60,35,40,17,63,23
11,40,16,44,1,45,7,39,48,22
45,16,20,38,40,51,48,6,65,44
5,44,21,45,33,47,15,35,1,38
21,58,1,62,55,56,43,65,16,47
45,11,60,63,1,20,65,51,39,7
10,35,42,58,40,37,49,45,50,9
43,4,22,65,16,59,33,54,5,28
9,37,47,44,7,11,1,38,10,33
16,13,47,46,11,7,52,35,62,9
40,21,45,5,11,39,14,17,54,23
33,1,46,52,11,4,2,22,39,40
1,40,16,65,41,44,35,47,20,58
41,48,20,47,2,35,9,11,58,10
47,20,43,62,1,56,55,40,35,38
62,16,32,18,29,21,31,15,47,20
44,52,40,5,54,21,37,53,16,48
44,40,13,16,54,65,43,64,3,38
48,45,54,36,40,53,62,3,13,28
54,32,45,33,3,28,44,41,21,38
47,57,50,49,64,33,54,38,61,52
54,45,38,16,40,37,5,44,62,9
21,40,16,49,20,38,50,62,5,43
62,54,45,42,39,17,14,40,23,11
42,1,16,45,11,38,39,7,52,40
22,33,4,1,10,7,38,47,37,2
43,33,8,25,38,40,27,32,64,29
40,11,39,38,52,37,64,28,49,3
1,7,11,45,37,2,47,65,9,48
20,42,48,37,36,9,40,23,43,10
46,59,40,58,20,42,41,38,43,1
54,44,35,40,33,15,20,5,11,39
13,36,58,23,16,9,20,21,7,47
49,50,21,5,63,40,45,16,60,41
40,65,11,38,42,45,16,12,60,7
61,38,21,11,40,52,44,64,57,53
