54,6,64,51,57,65,42,63,13,9
6,54,57,64,65,42,55,56,51,63
6,54,57,64,65,51,42,9,63,61
63,6,54,57,64,65,42,13,37,61
62,6,54,57,64,42,65,1,63,55
6,54,57,64,65,42,56,63,55,13
52,62,6,54,64,57,65,51,56,42
62,6,54,57,64,42,65,55,56,63
62,6,57,64,54,65,42,63,51,13
6,54,57,64,65,42,51,9,55,13
6,54,64,57,65,42,51,63,56,55
54,6,57,64,42,63,65,13,37,16
6,54,57,64,65,42,55,56,63,9
6,54,57,64,42,65,51,63,13,56
6,54,64,57,65,55,42,51,63,56
6,54,57,64,65,42,63,55,13,9
6,54,57,64,42,65,51,63,56,9
6,54,57,64,55,65,42,63,56,61
6,54,64,57,65,51,42,63,13,55
6,54,57,64,65,42,63,13,37,9
62,63,6,54,57,64,65,42,13,37
6,54,57,64,65,56,63,42,13,55
63,6,54,64,57,56,55,65,42,1
64,6,57,54,65,42,63,56,51,11
39,57,6,54,64,65,42,55,63,9
62,6,51,54,64,57,65,63,42,37
63,6,54,57,64,65,42,9,13,37
6,51,54,57,64,65,63,13,56,55
54,6,57,64,51,42,65,63,61,55
62,6,54,64,57,65,42,63,13,9
6,54,57,64,65,42,55,63,9,13
39,6,54,57,64,65,51,63,56,42
6,54,64,57,51,63,65,42,56,61
62,54,6,57,64,65,42,63,9,13
6,54,57,64,65,56,55,9,42,1
6,57,64,54,65,63,42,9,55,56
62,6,54,57,64,65,51,63,42,13
6,54,57,64,65,42,63,51,13,9
39,6,54,57,64,56,65,42,55,63
57,6,54,64,65,63,42,9,37,56
39,6,51,54,57,64,65,42,13,63
51,54,57,64,6,65,42,63,37,13
6,54,57,64,65,42,63,56,55,16
6,54,57,64,65,63,55,42,1,9
6,54,57,64,65,42,56,63,55,1
6,54,57,64,65,51,55,42,63,56
6,51,54,57,64,65,42,63,55,9
39,6,54,57,64,65,51,42,56,55
6,54,57,64,55,56,65,42,11,63
54,6,64,57,42,65,56,63,51,55
63,6,54,64,57,65,42,56,13,9
6,54,57,64,55,56,42,65,63,37
6,54,57,64,65,55,56,51,42,63
39,64,6,51,54,57,65,42,63,13
6,54,57,64,42,55,56,65,63,13
6,54,57,64,51,65,42,63,56,61
6,54,57,64,65,63,42,56,55,11
6,51,54,57,64,42,65,55,63,9
6,51,54,64,57,65,63,42,13,61
6,57,64,54,65,55,51,63,37,9
6,54,64,57,42,65,63,56,9,55
6,54,64,57,42,65,56,37,13,63
6,54,57,64,65,42,56,55,63,51
64,6,51,54,57,65,42,13,63,9
39,6,54,64,57,65,42,51,56,13
62,6,54,57,64,65,42,56,55,63
39,54,6,51,57,64,65,55,9,63
6,54,57,64,65,56,63,42,55,9
6,54,57,64,65,55,56,42,51,63
6,54,64,57,65,51,42,13,63,55
54,6,57,64,56,55,65,13,51,63
6,54,57,64,65,51,42,63,9,61
39,6,51,54,57,64,42,65,63,56
54,6,64,57,51,65,42,63,9,37
6,54,57,64,65,42,63,61,55,13
6,57,64,54,65,56,42,51,63,55
54,64,6,57,55,65,56,42,9,13
6,54,64,57,65,42,63,37,13,9
63,54,64,6,57,51,65,42,55,13
62,6,64,57,54,42,65,63,51,56
6,54,57,64,65,63,42,13,37,61
6,54,57,64,65,55,56,42,63,61
6,54,57,64,55,65,63,56,42,13
6,54,57,64,56,55,65,63,42,13
6,54,57,64,55,65,42,56,11,51
6,54,57,64,65,56,55,42,63,61
63,6,54,64,57,65,42,56,55,61
39,62,54,57,64,6,65,42,63,13
6,54,57,64,65,42,63,9,13,61
6,54,64,57,65,51,42,55,61,56
6,54,64,57,42,65,63,13,9,56
62,6,54,57,64,42,65,56,63,55
57,6,64,54,51,42,65,56,35,55
6,51,54,57,64,65,56,63,55,42
6,54,57,64,65,55,56,42,63,9
51,54,57,64,6,56,65,63,55,42
6,54,57,64,65,42,55,56,63,51
6,54,57,64,65,56,55,42,63,13
62,57,6,54,64,65,42,61,63,13
6,64,54,57,42,51,65,63,55,61
