49,50,51,43,54,62,4,59,22,58
50,49,51,59,54,62,4,2,22,10
62,49,50,59,58,37,9,22,4,43
62,49,50,43,59,54,51,4,22,58
62,49,54,50,59,2,37,10,9,58
50,49,43,62,54,22,4,51,33,29
62,49,50,43,54,59,2,10,51,4
50,62,49,51,54,29,24,4,34,43
62,49,50,59,43,54,58,4,22,2
50,62,49,51,6,43,9,37,54,4
49,62,50,43,4,22,59,16,46,7
49,62,50,4,59,22,54,58,46,24
49,43,62,51,50,54,29,32,8,18
54,49,50,62,2,16,59,43,5,10
49,50,62,51,54,43,59,37,9,16
50,49,62,51,59,54,4,22,24,29
62,59,49,50,54,51,58,4,22,7
51,50,49,62,59,54,58,43,22,4
51,54,43,62,50,49,16,59,58,29
49,50,59,62,54,6,58,37,9,4
49,50,62,51,54,4,22,16,59,58
54,50,49,4,59,22,62,2,24,46
62,54,59,58,49,50,4,22,43,37
62,54,50,49,59,4,16,22,24,46
50,49,51,54,43,62,58,59,2,10
49,50,54,4,62,59,22,2,43,46
54,50,49,62,43,2,10,59,4,22
50,49,62,54,59,58,29,24,34,31
49,50,51,43,54,4,62,22,59,2
62,54,50,43,49,4,22,37,9,1
50,62,49,59,6,2,22,4,10,24
49,50,54,51,62,59,58,16,29,4
49,50,62,4,22,9,37,43,54,51
50,49,54,58,62,59,4,22,2,51
62,49,43,50,54,4,22,37,9,33
54,51,50,43,49,59,62,58,4,22
50,49,62,2,16,59,9,37,4,10
62,50,49,59,51,54,4,22,37,6
62,49,50,51,43,54,59,24,2,4
62,49,50,54,9,37,4,51,22,59
51,62,49,50,54,22,29,24,4,8
49,50,51,62,59,58,4,35,54,22
49,50,51,58,54,59,62,2,10,24
50,49,62,29,54,34,24,31,4,22
49,50,54,62,59,16,4,29,22,33
50,49,54,59,62,4,22,9,16,6
50,49,54,62,59,4,22,58,7,46
49,50,62,54,43,59,4,22,58,51
49,50,51,54,62,43,59,4,22,29
50,62,49,59,54,4,9,7,22,37
62,54,49,50,59,4,2,22,58,24
62,59,54,49,50,58,43,37,9,4
49,50,43,62,2,54,24,59,10,4
49,50,62,59,2,54,43,10,24,51
54,16,1,59,20,62,49,50,35,58
49,50,62,59,54,43,4,24,29,34
62,49,50,54,59,2,4,10,22,46
54,49,62,50,43,51,59,4,22,7
62,50,49,51,54,59,40,58,7,45
49,62,50,54,43,59,4,22,33,11
62,51,50,49,54,6,9,22,37,4
49,50,51,59,54,62,58,4,22,43
54,51,50,49,62,59,2,4,22,10
49,50,62,54,59,43,29,24,3,22
62,49,54,50,59,43,2,51,10,24
49,62,50,51,54,43,2,10,20,24
50,49,51,62,54,4,22,59,24,2
54,49,50,62,59,58,4,22,43,29
50,49,51,62,54,1,21,16,35,20
50,62,49,54,43,59,58,4,22,33
49,50,59,62,4,58,43,22,54,7
51,62,50,49,59,54,29,24,32,34
49,62,50,54,2,10,16,43,24,59
49,50,51,54,62,43,24,29,34,32
54,50,49,43,62,4,22,2,33,25
62,54,50,49,43,9,37,4,22,51
62,54,49,50,43,51,59,9,4,37
50,49,51,54,59,58,62,4,22,24
62,51,54,49,50,24,2,29,28,34
54,49,50,62,4,37,22,43,59,9
62,49,50,54,2,37,10,9,59,22
49,50,54,62,22,4,59,2,43,37
49,50,54,62,51,43,59,4,37,2
62,50,49,59,54,4,37,9,22,58
50,49,54,62,51,6,37,22,9,4
49,50,43,54,62,59,58,2,51,10
50,49,51,54,62,4,22,59,7,46
50,49,62,54,51,16,43,22,29,4
62,50,49,54,43,51,59,4,22,24
62,49,50,54,43,59,2,4,22,8
49,62,50,54,59,4,22,43,46,24
62,49,51,54,50,9,37,6,4,22
43,50,49,54,62,22,51,4,59,7
54,51,50,49,62,59,43,4,22,46
49,50,59,62,4,58,22,2,33,46
54,49,50,51,59,62,4,22,16,2
50,62,49,51,59,54,4,2,22,58
50,49,51,43,62,37,9,59,4,22
49,50,62,59,43,58,4,22,54,46
49,50,62,54,43,59,58,4,22,37
