20,54,40,30,51,1,5,61,21,16
56,55,21,16,11,65,20,5,38,54
64,57,40,65,1,56,55,23,17,14
62,40,45,30,5,35,48,12,54,3
48,8,54,25,30,60,32,34,65,19
40,42,45,1,7,30,6,38,54,39
30,40,60,5,63,61,43,21,15,54
54,48,65,51,21,45,44,41,15,59
1,20,61,65,48,64,54,7,39,57
34,29,40,32,11,36,31,43,25,23
12,48,33,44,42,35,40,45,30,54
54,41,45,39,30,51,44,42,48,35
41,16,40,54,45,60,6,51,21,63
60,63,54,48,1,20,15,42,39,45
20,40,16,51,54,48,13,11,5,7
37,56,55,20,65,50,2,54,44,52
40,62,27,41,39,26,18,8,61,25
12,51,47,45,2,35,65,53,43,10
51,5,39,15,45,50,49,65,54,30
51,40,5,45,41,38,65,13,44,11
39,45,60,7,63,20,40,61,54,51
5,18,27,50,26,39,20,40,41,8
1,48,54,65,42,19,63,51,39,18
47,35,39,20,63,12,11,44,60,40
40,20,51,45,6,44,7,1,39,16
61,5,43,3,60,30,64,40,18,51
5,62,21,54,20,43,40,32,34,29
64,37,61,57,48,52,53,13,9,6
3,40,51,20,16,28,54,65,30,21
62,30,40,43,63,60,20,13,33,15
40,39,42,61,38,20,3,54,11,30
29,34,39,40,11,63,51,65,60,54
35,40,38,16,52,48,54,45,13,42
64,39,60,63,57,65,40,30,42,1
52,42,7,11,40,39,58,30,15,35
20,7,16,38,1,65,21,60,63,50
20,40,16,45,30,11,38,3,17,23
49,50,30,40,5,36,23,17,20,14
20,40,56,55,1,38,30,6,39,45
40,13,42,54,48,33,45,35,38,11
55,56,65,11,21,40,45,43,30,53
5,42,13,7,35,52,38,51,16,26
51,61,45,6,40,12,42,30,1,39
30,40,53,16,64,50,49,57,55,56
12,37,20,41,4,22,28,3,45,50
54,48,60,64,20,65,63,57,15,31
5,51,50,43,21,44,48,20,12,6
48,20,42,40,45,54,53,12,47,60
45,12,51,6,3,28,13,38,20,53
40,42,41,27,39,5,38,64,62,57
42,7,40,5,39,54,33,13,15,48
60,63,16,40,39,11,20,35,30,65
43,40,44,45,41,6,42,12,23,17
40,16,45,63,7,21,30,60,39,36
62,40,5,54,48,45,41,20,49,63
45,52,12,42,37,35,9,13,38,17
1,6,40,45,39,63,65,42,60,38
20,1,52,16,65,56,55,53,33,40
5,56,55,60,45,40,44,63,42,54
41,35,45,48,40,44,20,54,12,46
62,40,28,16,42,3,38,36,35,30
45,47,44,16,20,5,12,17,14,23
15,5,60,63,40,41,39,18,26,17
11,16,54,20,47,46,63,23,9,10
11,16,15,45,42,44,38,7,60,54
40,20,11,38,7,45,44,1,16,48
5,65,30,39,60,40,42,45,63,54
48,41,45,40,47,53,52,55,56,42
65,51,54,15,30,39,20,6,16,38
52,53,35,45,38,44,21,63,13,40
30,6,45,39,42,54,40,51,52,53
45,40,48,30,51,15,54,50,62,49
51,30,65,6,20,54,61,39,15,63
45,44,30,52,33,15,17,46,41,65
65,15,42,5,63,16,6,60,30,40
50,15,40,20,60,63,27,43,32,41
62,36,51,16,40,21,5,54,65,38
30,52,5,40,1,48,45,31,47,27
21,11,7,40,16,43,38,45,19,44
39,40,60,63,30,20,51,5,26,3
20,27,40,39,34,31,32,26,29,45
5,43,21,15,42,24,35,56,55,28
63,16,11,60,65,43,7,40,54,45
51,45,39,40,20,23,5,17,14,25
40,56,55,45,15,36,28,57,65,3
42,57,1,52,17,65,14,43,36,23
12,45,54,48,11,40,51,21,35,5
38,6,59,42,54,65,12,51,30,37
41,21,45,15,33,12,52,44,65,63
62,33,51,45,30,40,15,65,38,22
52,11,53,6,38,21,44,12,54,37
21,16,54,11,55,56,51,13,33,10
5,24,28,40,3,39,35,18,42,8
33,40,45,42,1,44,15,52,32,29
64,65,50,7,61,57,30,45,33,39
51,54,48,12,44,45,40,35,21,43
63,45,65,60,40,30,20,5,6,11
51,40,65,54,43,15,20,55,56,11
48,12,40,30,38,5,65,28,57,64
30,40,38,51,33,39,61,48,5,13
