32,17,36,29,27,11,34,19,30,24
32,36,23,29,27,20,5,1,11,19
32,17,36,29,27,11,19,34,41,30
17,36,23,20,11,5,1,14,41,26
17,57,64,23,20,5,1,62,36,14
17,57,64,23,5,20,1,62,14,36
32,17,36,29,27,11,34,19,41,24
32,17,36,29,27,11,19,34,41,24
36,57,64,23,20,5,11,1,62,17
17,36,23,20,5,1,11,14,26,25
17,36,23,20,5,11,1,14,26,41
17,36,23,11,20,5,1,14,26,18
17,57,64,23,20,5,1,62,14,36
36,57,64,23,20,5,1,11,62,17
32,17,36,29,27,11,19,34,24,30
17,57,64,23,20,5,1,62,49,36
32,17,23,29,27,20,5,1,19,34
32,17,23,29,27,20,5,1,19,34
17,36,23,20,5,11,1,14,26,18
32,36,23,29,27,20,5,11,1,34
32,36,23,29,27,20,5,1,11,19
32,17,23,29,27,5,20,1,19,34
17,36,23,5,20,11,1,14,26,18
32,17,23,29,27,20,5,1,36,34
32,36,23,29,27,5,20,1,11,34
32,57,64,29,27,62,49,19,34,30
17,57,64,36,11,62,43,40,20,56
32,36,23,29,27,20,5,11,1,19
17,36,23,20,5,1,11,14,26,25
32,17,36,29,27,11,19,34,30,24
32,36,23,29,27,20,11,5,1,34
32,17,36,29,27,11,19,34,30,24
17,57,64,36,11,62,56,55,43,40
36,57,64,23,20,11,1,5,62,56
32,17,36,29,27,11,19,34,30,41
32,17,23,29,27,20,5,1,19,34
32,17,23,29,27,20,5,1,34,19
17,36,23,20,5,11,1,14,26,31
32,17,36,29,27,11,34,19,30,24
32,17,36,29,27,11,19,34,30,47
17,36,23,5,11,20,1,14,26,18
32,17,23,29,27,20,5,1,19,34
32,17,23,29,27,20,1,5,34,19
32,25,18,29,9,13,27,4,33,3
32,36,23,29,27,20,5,11,1,34
32,17,23,29,27,20,5,1,36,19
17,36,23,20,5,11,1,14,26,18
17,57,64,23,20,5,1,62,14,36
32,17,23,29,27,20,5,1,34,19
17,36,23,20,5,1,11,14,26,18
32,17,36,29,27,11,19,34,41,24
32,57,64,29,27,62,19,34,41,30
32,57,64,29,27,62,19,34,30,31
17,36,23,5,20,11,1,14,26,8
32,17,36,29,27,11,34,19,30,2
17,57,64,23,20,5,1,62,49,14
17,36,23,11,20,5,1,14,26,18
32,36,23,29,27,20,5,1,11,34
32,17,36,29,27,11,34,19,41,30
32,17,23,29,27,20,5,1,19,34
32,17,23,29,27,20,5,1,34,19
32,17,23,29,27,5,20,1,34,19
32,17,23,29,27,20,5,1,34,19
17,36,23,20,5,11,1,14,26,31
17,57,64,36,11,62,41,43,56,55
32,17,36,29,27,11,34,19,30,24
32,36,23,29,27,20,1,5,11,19
17,36,23,20,11,5,1,14,26,41
17,57,64,36,11,62,1,56,55,49
32,17,36,29,27,11,34,19,46,1
32,17,23,29,27,20,5,1,34,19
17,36,23,20,5,1,11,14,26,18
17,36,23,20,5,11,1,14,26,16
32,36,23,29,27,20,5,11,1,19
32,57,64,29,27,62,49,19,34,31
17,36,23,5,20,1,11,14,26,18
17,36,23,20,1,5,11,14,18,25
17,57,64,23,20,5,1,62,14,36
32,17,36,29,27,11,34,19,24,30
17,36,23,20,5,11,1,14,26,25
32,36,23,29,27,5,20,11,1,34
32,17,36,29,27,11,34,19,30,24
17,36,23,20,5,11,1,14,26,25
32,17,23,29,27,20,5,1,34,19
32,36,23,29,27,20,5,1,11,19
17,57,64,36,11,62,43,15,41,16
32,17,36,29,27,11,34,19,24,41
32,36,23,29,27,20,5,1,11,34
17,57,64,23,20,1,5,62,36,14
36,57,64,23,5,20,11,1,62,17
32,17,23,29,27,20,5,1,19,34
32,17,23,29,27,20,5,1,19,34
17,36,23,20,5,1,11,14,26,19
17,57,64,23,20,5,1,62,36,14
17,36,23,20,5,11,1,14,26,18
17,57,64,36,11,62,20,1,41,40
32,17,23,29,27,20,5,1,34,19
17,36,23,20,11,1,5,14,31,26
32,17,23,29,27,20,5,1,19,34
32,17,23,29,27,5,20,1,19,34
