1,5,6,11,12,13,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,13,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,54,60,61,62,65
1,5,6,11,12,15,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,15,16,20,21,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,15,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,13,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,15,16,20,21,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,15,16,20,21,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,13,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,54,60,61,62,65
1,5,6,11,12,13,15,16,20,21,30,35,38,39,40,41,42,44,45,47,48,51,54,60,61,62,65
1,5,6,11,12,15,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,47,48,51,53,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,15,16,20,21,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,13,15,16,20,21,30,35,38,39,40,41,42,44,45,48,51,54,60,61,62,65
1,5,6,11,12,15,16,20,21,30,35,38,39,40,41,42,44,45,47,48,51,53,54,61,62,63,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,13,15,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,47,48,51,53,54,60,61,62,65
1,5,6,11,12,13,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,54,60,61,62,65
1,5,6,11,12,15,16,20,21,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
1,5,6,11,12,13,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,54,60,61,62,65
1,5,6,11,12,16,20,21,23,30,35,38,39,40,41,42,44,45,48,51,53,54,60,61,62,65
